overview,original_title,poster_path
A decorated NYPD detective returns to her hometown after her sister is charged with the murder of her boss and attempts to make amends with her estranged family while exposing the dark underbelly of a long-suppressed secret that threatens to tear the town apart.A Thornwood Heights Mystery,Deadly Secrets by the Lake,https://image.tmdb.org/t/p/original//fzMXtrfgNYMTOTv9jAPM41KNDGB.jpg
"Violet realizes that her entire life is built on fear-based decisions, and must do everything differently to become her true self.What's holding you back?",Violet,https://image.tmdb.org/t/p/original//h88HvuJGmbz6ABBFHoltN4Ratib.jpg
"Moriah is a woodworking artisan living in a French, seaside town, who dreams of restoring the local lighthouse. When Ben, an American architect, comes to town, it seems as though her dreams will never become reality after she learns he’s there to give the lighthouse a makeover… but for another buyer.Love with a French twist.",Moriah's Lighthouse,https://image.tmdb.org/t/p/original//p06fH9y1Y2sPVdJGJ7OCw3HHt28.jpg
"In a Holy Grail War, Mages (Masters) and their Heroic Spirits (Servants) fight for the control of the Holy Grail—an omnipotent wish-granting device said to fulfill any desire. Years have passed since the end of the Fifth Holy Grail War in Japan. Now, signs portend the emergence of a new Holy Grail in the western American city of Snowfield. Sure enough, Masters and Servants begin to gather... A missing Servant class... Impossible Servant summonings... A nation shrouded in secrecy... And a city created as a battleground. In the face of such irregularities, the Holy Grail War is twisted and driven into the depth of madness. Let the curtain rise on a masquerade of humans and heroes, made to dance upon the stage of a false Holy Grail.This is a Holy Grail War covered in lies.",Fate/strange Fake -Whispers of Dawn-,https://image.tmdb.org/t/p/original//7Cf2NS9oH1VpH23NyWR4J7WIOv9.jpg
Leah's grief over her toddler's death turns into paranoia when she begins to suspect her neighbours are part of a satanic cult.A Mother Should Protect Her Child...,Lyle,https://image.tmdb.org/t/p/original//4FRemdj1umhlu11hpVXEuqGeFC0.jpg
Two biologists set out on an undertaking as colossal as their subjects—deciphering the complex communication of whales. Dr. Michelle Fournet and Dr. Ellen Garland journey to opposite hemispheres to uncover a culture eons older than our own.Discover a connection 40 million years in the making.,Fathom,https://image.tmdb.org/t/p/original//5DtdQuZ2ADIlCeMT4g2lwWu22Zt.jpg
"A clever king of Joseon and his brilliant chronicler hunt for the truth behind a crime that threatens the throne and the stability of the country.King by day, detective by night.",임금님의 사건수첩,https://image.tmdb.org/t/p/original//12stTEgtogXWvWsgepVFj8ENf6r.jpg
"Single mother Anna and her four children live in the front-line war zone of Donbas, Ukraine. While the outside world is made up of bombings and chaos, the family is managing to keep their home a safe haven, full of life and full of light. Every member of the family has a passion for cinema, motivating them to shoot a film inspired by their own life during a time of war. The creative process raises the question of what kind of power the magical world of cinema could have during times of disaster. How to picture war through fiction? For Anna and the children, transforming trauma into a work of art is the ultimate way to stay human.How much power can art have in wartime?","Земля блакитна, ніби апельсин",https://image.tmdb.org/t/p/original//kUQbP6wcOrVH3TQMUe4SgpsuVVK.jpg
"A little girl accidentally leaves her imaginary baby brother behind at a restaurant — and suddenly, for a nearby childless couple, the definition of ""baby"" takes on a new and completely unexpected dimension.Imagine losing your imaginary friend",(Otto),https://image.tmdb.org/t/p/original//zDlkMmW9yNGGTOa2BIiqUPshec4.jpg
"Steve & Chuma , two criminals are the sole survivors of a terrorist attack at a restaurant in Jerusalem. They decide to change their ways and become flesh and blood angels. They go on a journey of wish fulfilment for people who write requests on paper and put between the sacred stones of the Wailing Wall.Don't Play with Faith",מכתוב,https://image.tmdb.org/t/p/original//wStmx1CCgacvzQtAIvLWrQ5Sucb.jpg
"Two pairs of Mormon missionaries from America live in a beaten-up apartment in the Dutch city of Haarlem. Their personalities are distinctly different. Elder Johnson is the District Leader and oversees their efforts. His companion, the vain Elder Van Pelt, seeks to become the assistant to the mission president (the top post available) as soon as possible. The capable Elder Rogers has become disillusioned and inattentive to his duties ever since a previous missionary companion returned to America and married Elder Roger's girlfriend. The three meet Elder Roger's new companion, Elder Calhoun, in the train station. This new elder is a nerdy but enthusiastic ""greenie"" that has just arrived from the Missionary Training Center (MTC) in Utah. Unfortunately, his training did not give him much fluency in the Dutch language. But as luck would have it, the first person he approaches to proselytize is a fellow American named Kyle.Every moment counts.",The Best Two Years,https://image.tmdb.org/t/p/original//regPVSdn7PUJmY7vWc6n4Qjsb4q.jpg
Brian Everett's younger brother Sam goes missing on the island of Tasmania during the middle of a mysterious quarantine forcing Brian to traverse across enemy lines to save his brother from an army of ghosts.Survive the horror,How to Save Us,https://image.tmdb.org/t/p/original//9eddS61kS3J4Cc5tqlXQjWbeeTX.jpg
A NASA Arctic expedition designed to be the first Martian road trip on Earth becomes an epic two-year odyssey of human adventure and survival.Our Journey to a New World Has Begun.,Passage to Mars,https://image.tmdb.org/t/p/original//jwRPEaZrD2415dzE7BvEknD96xM.jpg
"The story of Six Flags New Orleans, a theme park devastated by Hurricane Katrina that has become a holy grail of sorts for urban exploration and the efforts to restore the park to its former glory.The incredible true story of an abandoned American theme park.",Closed for Storm,https://image.tmdb.org/t/p/original//1OKe4jKKld64LRlYuisNBkjJ5vG.jpg
"On a tropical island vacation, a young boy's friendship with a playful and friendly dolphin helps him find the courage to get back in the water after the sudden loss of his mother.Family is everything.",Dolphin Kick,https://image.tmdb.org/t/p/original//eYQQP7fDjfKqL7MXapZioPbuPkt.jpg
"Florent, 23, is an upper class Parisian who dreams of going back to America, where he attended college. One summer he meets Alessia, an American girl, lost in the streets of Paris. Together and with random encounters while on a journey from Paris to Normandy, they explore their passions, which draws them closer as well as brings up their clashing differences. As they face a crucial crossroad in their lives, they will uncover new sides of themselves, struggling to determine who they are personally, professionally and sexually while to break free from their upbringings.​A generation breaking free from its upbringing.",Happy,https://image.tmdb.org/t/p/original//2LoiKbrFTuqrEpPbbcVpBwr0ot9.jpg
"The Corruption of The System is given a swift lopsided kick by Vigilante Justice as a Disgraced Former Cop emerges from exile, automatic weapons blazing and mediocre martial arts akimbo, to bring down a murderous satanic cult headed by his former partner. His only allies? A boatload of swagger and one leggy blonde.Will Justice Win Out Over Evil? Will Courage Overcome Corruption?",GetEven,https://image.tmdb.org/t/p/original//7pm4Gb9zsT6pcglhKeDpggJFtcp.jpg
"Direct to DVD movie: The German U-Boat, U-234, from the Port of Kiel is trading cargo with the Japanese. USS Seaviper must locate and stop this dangerous exchange. The Captain of USS Seaviper must go ashore to conduct reconnaissance on an island near Sumatra, but the ship is left in the hands of Mister Cutter, after the Executive Officer is injured in battle. A conflict between Cutter and the Chief of the Boat puts the submarine in jeopardy. Seaviper is trapped below the surface, with decreasing oxygen, and a Japanese destroyer hunting them from above. Damage to the boat also leave her survival in question. They must fight the Japanese destroyer and get the information about U-235 back to Pearl Harbor.Heroism runs deep.",USS Seaviper,https://image.tmdb.org/t/p/original//eOyZge0vfP9WWIy1UzaEF7nPI8u.jpg
"“The NFL Today” on CBS was one of the preeminent sports programs on television in the early 1980s. It was a perfect combination of reporting, analysis, predictions, humor and talent. But there was no personality on the show more popular than Jimmy “The Greek” Snyder. Born in Steubenville, Ohio, to Greek immigrants, Jimmy overcame childhood tragedy, moved to Las Vegas, and eventually became the biggest name in the world of sports handicapping. When CBS added him as an “analyst” on “The NFL Today,” “The Greek” not only further increased his stature as a sort of national folk hero, but he also gained an air of respectability never before associated with gamblers. Peabody Award-winning filmmaker Fritz Mitchell, who broke in as an intern on “The NFL Today,” will examine Snyder’s impact on the growth of sports gambling, while also taking a fresh look at The Greek’s tragic downfall.The greatest odds he ever faced were his own",The Legend of Jimmy the Greek,https://image.tmdb.org/t/p/original//q2SYKDksZ8YvE3cxhqc563H5ID6.jpg
"I, Pastafari is a documentary film about the world's fastest growing religion: The Church of The Flying Spaghetti Monster. R'Amen.A Flying Spaghetti Monster Story","I, Pastafari: A Flying Spaghetti Monster Story",https://image.tmdb.org/t/p/original//8MImTZgd9rCWrLvFqsj5OsBEDke.jpg
Mickey Mouse and his friends must stop hundreds of old film reel versions of Mickey from wreaking havoc all over town.Say hello to Mickey and Mickey… and more Mickey?!,The Wonderful World of Mickey Mouse: Steamboat Silly,https://image.tmdb.org/t/p/original//fUqy5nkN9heoLd2asEzRA9HQuOA.jpg
"By the mid-1980s Paul Westhead had worn out his welcome in the NBA. The best offer he could find came from an obscure small college with little history of basketball. In the same city where he had won an NBA championship with Magic and Kareem, Westhead was determined to perfect his non-stop run-and-gun offensive system at Loyola Marymount. His shoot-first offense appeared doomed to fail until Hank Gathers and Bo Kimble, two talented players from Westhead’s hometown of Philadelphia, arrived gift-wrapped at his doorstep. With Gathers and Kimble leading a record scoring charge, Westhead’s system suddenly dazzled the world of college basketball and turned conventional thinking on its head. But then, early in the 1989-90 season, Gathers collapsed during a game and was diagnosed with an abnormal heartbeat. Determined to play, Gathers returned three games later, but less than three months later, he tragically died on the court.The only time they stopped running was to remember",Guru of Go,https://image.tmdb.org/t/p/original//8lLSxM9AW0PpaemH3U6Z8tUHmWV.jpg
"A young woman resorts to drastic, self-destructive measures to rid herself of a mysterious, otherworldly creature known as The Guest.We've all got one.",Guest,https://image.tmdb.org/t/p/original//pt5DLwgVgR0xqxgCM1qpnshvqVc.jpg
"Rafael is a village mayor caught in the murderous crossfire of the Philippine-American War. When U.S. troops occupy his village, Rafael comes under pressure from a tough-as-nails officer to help the Americans in their hunt for Filipino guerilla fighters. But Rafael's brother is the head of the local guerillas, and considers anyone who cooperates with the Americans to be a traitor. Rafael quickly finds himself forced to make the impossible, potentially deadly decisions faced by ordinary civilians in an occupied country.The heart remembers what even history forgets.",Amigo,https://image.tmdb.org/t/p/original//4u5hpGZa99zaKKjEUssbDWI6kRp.jpg
"Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.When Wall Street rigged the game, he changed it.",Dumb Money,https://image.tmdb.org/t/p/original//gbOnTa2eTbCAznHiusxHI5oA78c.jpg
"In a small South Korean village, while investigating the death of two people in strange circumstances, a grumpy policeman will live an overwhelming experience beyond the reality he has known so far.Everything I have known disappeared!",사라진 시간,https://image.tmdb.org/t/p/original//v9JGHjlffcK8eEiXQkECWxSWc6f.jpg
"In an imaginary world where vehicles are the citizens, one underdog cabbie attempts to become king of the road in his hometown, Gasket City. He soon discovers that staying true to oneself is a greater pursuit than personal glory. When threatened by elitist attitudes and mobster trucks, can one unglamorous black and yellow ‘local zero’ rise to the challenge and become a ‘global hero’?Local zero to global hero",Wheely,https://image.tmdb.org/t/p/original//pGSTQVLfzro5OIuB5u0cQnQq6Xz.jpg
"After befriending a patient and then losing her to cancer, Dr. Sydney Ludwick decides to take some much needed time off to attend the 20th anniversary of her high school reunion and confront some deep seated resentments from the past.Old Secrets. First Loves. New Beginnings.",Back to You & Me,https://image.tmdb.org/t/p/original//j3iOd3NawJ5bB90ifVW4SGveNrV.jpg
"Ronnie Peterson nicknamed “Superswede” was the fastest formula 1-driver in the 70s who never became a world champion.We all know how he died, this is the story of how he lived.",Superswede,https://image.tmdb.org/t/p/original//gieYjTFicpmiOnMKqtf4nbuILHv.jpg
"A vengeful teru teru bozu-like monster called Miden is stealing all of the Cures' magical powers and memories, turning them into helpless infants, barring Nagisa Misumi and Hana Nono. They must help the affected Cures to regain their abilities and fight off this new menance.Pretty Cure All Stars!",映画 HUGっと！プリキュア♡ふたりはプリキュア オールスターズメモリーズ,https://image.tmdb.org/t/p/original//c0YCOaxjIYOTmNlBHnQ9jbCA56v.jpg
"In East Texas, the summer after high school, Jack falls in love with Ginny, the daughter of the town's banker (Jack's mom's high school sweetheart). Ginny's been at boarding school; she's headed for Vassar. Over her father's strenuous objections, she spends time with Jack. At summer's end, Jack and Ginny elope to Louisiana (where 17-year-olds can marry without their parents' permission), and he gets a job in the oil fields. Her dad hires a menacing private eye to find them, Ginny's pregnant, her town doctor gives her horrible news, and Jack's mom has her own agenda. It seems that Jack and Ginny have grown up under a liar's moon. What will these sweethearts do?A poor kid elopes with a banker's daughter.",Liar's Moon,https://image.tmdb.org/t/p/original//gsYtH55m3Aohbr0KRDIFAoLocVC.jpg
"Jack comes to Amsterdam to find his father and, through a momentary magical encounter, finds the secret weapon that could turn around his father's ailing marijuana coffee shop.The wildest trip to Amsterdam you've ever taken.",Stoner Express,https://image.tmdb.org/t/p/original//o9VS2NeANWRIwkI9vlxeSFWX0NH.jpg
A former basketball player bonds with a robber and becomes attracted to a dark lifestyle.A loser and a robber,狂徒,https://image.tmdb.org/t/p/original//sCtkH2wWspjRB9tjwgATXRdqzUL.jpg
"On the 29th September 1945, the incomplete rough cut of a brilliant documentary about concentration camps was viewed at the MOI in London. For five months, Sidney Bernstein had led a small team – which included Stewart McAllister, Richard Crossman and Alfred Hitchcock – to complete the film from hours of shocking footage. Unfortunately, this ambitious Allied project to create a feature-length visual report that would damn the Nazi regime and shame the German people into acceptance of Allied occupation had missed its moment. Even in its incomplete form (available since 1984) the film was immensely powerful, generating an awed hush among audiences. But now, complete to six reels, this faithfully restored and definitive version produced by IWM, is being compared with Alain Resnais’ Night and Fog (1955).A lost masterpiece of British documentary cinema from 1945",German Concentration Camps Factual Survey,https://image.tmdb.org/t/p/original//z60nncQ3fdMOQP7K8sduljE33rx.jpg
"An investigation on the rarest and most controversial French movie in the history of early cinema: a fascinating, lost and dangerous short film which causes violent reactions to those who watch it.The most dangerous movie of all time is also one of the first.",La rage du Démon,https://image.tmdb.org/t/p/original//f4bXpdK7zLVjtm1yOTk08JzRi3p.jpg
"A visual incursion into the troubled psyche of a young boy whose unstable and manipulative mother committed suicide in front of him.You are good, Gabriel",Vuelve,https://image.tmdb.org/t/p/original//uran7G4ThpNK9qopfN5qsG50L0p.jpg
"Two young couples taste the ""free and easy"" life on a cross country motor-home tour until love backfires and tragedy follows.Best Friends ... until they crossed the wrong border",Best Friends,https://image.tmdb.org/t/p/original//jVdHPyF548pjl7EdMYE00K7ts3T.jpg
"Picking up from where the previous movie left off, Ranka's star career flourishes while Sheryl's health rapidly deteriorates after collapsing during a live performance. At the same time, separate factions are maneuvering behind the scenes seeking to control the Vajra horde by utilizing the singing abilities of the two songstresses. As the entire Macross Frontier fleet begins to wage its final war on the Vajra, Alto finally makes a choice between Ranka and Sheryl.The end of triangle",劇場版 マクロスF 恋離飛翼 ～サヨナラノツバサ～,https://image.tmdb.org/t/p/original//7QulQQbVoy7MxMqsv9mvbaP6Cnn.jpg
"As society tackles the problem of feeding our expanding population safely and sustainably, a schism has arisen between scientists and consumers, motivated by fear and distrust. Food Evolution, narrated by Neil deGrasse Tyson, explores the polarized debate surrounding GMOs. Looking at the real-world application of food science in the past and present, the film argues for sound science and open-mindedness in a culture that increasingly shows resistance to both.Show me the Data",Food Evolution,https://image.tmdb.org/t/p/original//5F4esKzkhC6lN454SeR5iWsM7pX.jpg
"Vele can’t afford to buy the expensive medications for his father who has cancer. Desperate, he steals marijuana from some criminals, makes a cake with it and gives it to his father, hoping it will reduce his pain. His father’s health miraculously improves, but Vele is suddenly confronted by neighbors who demand the recipe for the “remedial” cake and by the criminals who want their drugs back.It will spice up your life!",Исцелител,https://image.tmdb.org/t/p/original//oIsNdiYzKEvKCDw5NkQwgmBsk1A.jpg
"The band announced on their official website that on March 23, 2013, they would celebrate the 10th anniversary of Epica in Eindhoven, Netherlands. The concert which would be called Retrospect, would be held in Klokgebouw with a 70-piece orchestra, choirs, international guests and many special effects. The band invited the Hungarian Remenyi Ede Chamber Orchestra and the Choir of Miskolc National Theatre to this show as they were the same orchestra that accompanied Epica in the recording of the live album The Classical Conspiracy.Klokgebouw, Eindhoven, Netherlands (2013-03-23)",Epica: Retrospect - 10th Anniversary,https://image.tmdb.org/t/p/original//3Z8dHnioTyKdsIzUk9hdidKrcPd.jpg
"An actress of political torture movies made by her husband has to finish his latest film and arrange a screening for distributors while the husband, who is also secretly an anarchist revolutionary, is away for some resistance operation.He Dreamed to Make the Ultimate Movie",Gloria Mundi,https://image.tmdb.org/t/p/original//e4V3SVoc4vxA0YIieiOBsYJJKc0.jpg
"Under the pretext of fighting terrorism or crime, the major powers have embarked on a dangerous race for surveillance technologies. Facial recognition cameras, emotion detectors, citizen rating systems, autonomous drones… A security obsession that in some countries is giving rise to a new form of political regime: numerical totalitarianism. Orwell's nightmare.More security. Less freedom.",Tous surveillés : 7 milliards de suspects,https://image.tmdb.org/t/p/original//iGlKdcPeMIDucrpzD7z08A4aZ0v.jpg
A lion decides that a new king shall take on the reins of Azad Nagar when he retires. When he retires a donkey is chosen as the king of Azad Nagar.My name is Mangu Mangu Jan Mangu,دا ڈونکی كِنگ,https://image.tmdb.org/t/p/original//xzotyfHaej5bcMli3clQD4qcPXx.jpg
"Taking place at the WWE Performance Center in Orlando, Florida, this event will feature both the Men's and the Women's Money in the Bank ladder matches happening simultaneously at WWE Headquarters in Stamford, Connecticut.The Risk is Worth the Reward",WWE Money in the Bank 2020,https://image.tmdb.org/t/p/original//lUETRjpXhixowkhSFXjPQH5sgKH.jpg
"A butterfly, a creature symbolising rebirth and a new beginning, epitomises Romina’s and Germán’s world, a world that consists of two parallel realities. In one of them they grow up as siblings who desire each other and try to give shape to their love without sexual fulfilment; in the other they are a young man and woman who form an awkward friendship instead of succumbing to their feelings for each other. Germán finds himself in a discordant relationship with Mariela. Mariela’s brother is interested in Bruno. Bruno is with Romina, but wants to be with Germán. Playfully alternating between these two realities, the lovers find themselves drawn into ever new couplings in order to explore their intuitive feelings – cautiously, but at the same time prepared to lose everything.Do you believe in parallel universes?",Mariposa,https://image.tmdb.org/t/p/original//4LHb6Y1fttu4VGIB0GiXyD4xLFH.jpg
"A detailed investigation into the political and economic interests that, since the beginning of the 20th century, have pulled the strings of the arms trade, hidden in the shadows, feeding the shameful corruption of politicians and government officials and promoting a state of permanent war throughout the world, while they cynically asked for a lasting and universal peace.Inside the global arms trade",Shadow World,https://image.tmdb.org/t/p/original//xPbgP2Ii8SJkxnTWl3QBn7pgEgR.jpg
"Alex is a man with everything – the well-paid executive job, the impressive house in the country and the beautiful wife and child. When he inexplicably decides to leave work early one Friday nothing will ever be the same again. Within hours of his return a cataclysmic storm threatens to destroy everything around them.It's the end of their world",In Extremis,https://image.tmdb.org/t/p/original//884W5RBOIUYlrfE0GG86DW2X6VA.jpg
"After opening a 100-year-old time capsule and finding her grandfather’s old journal, Lou questions whether she should move to New York after Christmas to further her writing career or stay in Pine Grove to carry on her family’s local newspaper. Charming chef, Kyle, is also at a crossroads, visiting Pine Grove for the holidays.This Christmas, love's got a whole new song to sing.",A Christmas Treasure,https://image.tmdb.org/t/p/original//qTegIxclXI1P2nZBN3eo16YunBT.jpg
"A broke-down middle aged Texas troubadour yearns to be remembered like the southern bluesmen before him, but his failings and self-doubt forestall his musical dreams and blind him to the open road.Country music is the sound of a good man feeling bad.",This World Won't Break,https://image.tmdb.org/t/p/original//zNOWwdNd0SgwM3VOBbEfU111ile.jpg
A girl living alone in a post apocalyptic wasteland finds herself hunted down by marauders who want her to fight in their fighting pit for their entertainment.The legend is real,Molly,https://image.tmdb.org/t/p/original//1axtR1J3E5u6NS83qU3mnQVlB68.jpg
"One in five Americans are diagnosed with mental illness every year. Suicide is the second most common cause of death in the US for youth aged 15-24, and kills over 800,000 people globally per year. Drug overdose kills 81,000 in the US annually. The autoimmune disorder epidemic affects 24 million people in the US alone. What is going on? The interconnected epidemics of anxiety, chronic illness and substance abuse are, according to Dr. Gabor Maté, normal - but not in the way you might think.Can our deepest pain be a doorway to healing?",The Wisdom of Trauma,https://image.tmdb.org/t/p/original//1kTXjT9ZwSgzFFKmdTgCit6gmCN.jpg
"On his way to visit the Queen of the Garden of Light, the Sage of the Garden of Clouds accidentally drops the egg of the Houhou. The egg lands in the Garden of Rainbows, where it is found by Hikari, attracting the attention of a powerful pair of servants of the Dark Lord.Precure",映画 ふたりはプリキュア Maxheart2 雪空のともだち,https://image.tmdb.org/t/p/original//ciuC92VU3osf8TdgHYU2lRSogEW.jpg
"A lesson in obedience, it's the Bible story of Joshua and the Walls of Jericho as told by our beloved Veggies. After 40 years of wandering in the desert, the children of Israel finally get to go to the Promised Land! Only one little thing they've overlooked ... the city of Jericho and its massive wall! Josh will have to decide whether it's better to do things his way or God's way!A lesson in obedience",VeggieTales: Josh and the Big Wall,https://image.tmdb.org/t/p/original//e6bwpJneXbVBmyi0nTlCJGJSYC4.jpg
"A former Asian Games record breaker and Olympic tryout, Kim Gwang-su, endures beatings, abuse, and constant ridicule from his swimming coach. To justify this abusive behavior, his coach constantly reminded Gwang-su - this is for your own good.Can all the values be forgotten to place first?",4등,https://image.tmdb.org/t/p/original//9IlF0C0RQauDHthLwUXlxFH5Qzd.jpg
"Two former ranking figures of the Axis powers (the evil General Von Rudloff and Japanese master Miyagi) schedule a deadly martial arts tournament in Von Rudloff's desert castle.  They race to assemble the top competitors from around the world, with the rebellious Steve Hunt being the most sought after.Not just a challenge...the only way to survive!",Kill or Be Killed,https://image.tmdb.org/t/p/original//gNrwR35kiMYCgZ8YAaPzwU95rUI.jpg
"In the picture-postcard community of North Vancouver, filmmaker Murray Siple follows men who have turned bottle-picking, their primary source of income, into the extreme sport of shopping cart racing. Enduring hardships from everyday life on the streets of Vancouver, this sub-culture depicts street life as much more than stereotypes portrayed in mainstream media. The films takes a deep look into the lives of the men who race carts, the adversity they face, and the appeal of cart racing despite the risk.It feels like freedom",Carts of Darkness,https://image.tmdb.org/t/p/original//5XEoyw23Vwa1QPGvBYyh31jH9gi.jpg
"A newlywed couple Ted and Lauren rent an old farm house to do a thesis on orbs and set up cameras, Strange ghostly noises and haunting occur at night. Ted sees video of Lauren, possessed and wandering the fields at night. When their roommate kills himself they decide to do a séance to see what is haunting the house. Little do they know what they hear and fear is nothing they can pray away.You can't pray them away.",Encounter,https://image.tmdb.org/t/p/original//98nmE8ir0bgLKQjmfJlRgW4Jl2d.jpg
Documentary examining the 2014 shooting of 17-year-old Laquan McDonald by Chicago police officer Jason Van Dyke and the cover-up that ensued.The crime outraged a city. The cover-up shocked a nation.,16 Shots,https://image.tmdb.org/t/p/original//xTGHH2hwgpYvZKy43T8Q5erCS6z.jpg
"Barabbas or Jesus Barabbas (literally ""son of the father"" or ""Jesus, son of the father"" respectively) is a figure in the account of the Passion of Christ, in which he is the insurrectionary whom Pontius Pilate freed at the Passover feast in Jerusalem, instead of Jesus Christ.Where the Bible left off...his story of redemption began.",Barabbas,https://image.tmdb.org/t/p/original//wCaCLrODsQwFyunqKRfXHugMzGA.jpg
"Yuko is a Japanese girl who was taken hostage in Iraq while volunteering there as an aid worker. Finally released and back in her hometown, Yuko finds herself ostracized as a national disgrace by society that sees her helping a country other than Japan, and the embarrassment of getting captured but not killed, as things of which to be brutally ashamed.A hero to the world but shunned in her own country.",バッシング,https://image.tmdb.org/t/p/original//46L4jESVZPPmvhNOj4DqQ11U0Jt.jpg
"Letter Beyond the Walls reconstructs the trajectory of HIV and AIDS with a focus on Brazil, through interviews with doctors, activists, patients and other actors, in addition to extensive archival material. From the initial panic to awareness campaigns, passing through the stigma imposed on people living with HIV, the documentary shows how society faced this epidemic in its deadliest phase over more than two decades. With this historical approach as its base, the film looks at the way HIV is viewed in today's society, revealing a picture of persistent misinformation and prejudice, which especially affects Brazil’s most historically vulnerable populations.HIV and AIDS in Brazil",Carta Para Além dos Muros,https://image.tmdb.org/t/p/original//aQakkvHa2BFChEvPHzm9iPvvyHC.jpg
"WWE fans, you have waited long enough! His glistening wardrobe, often-imitated cadence and grandiose style was outshined only by his virtuoso performances in the ring. Macho Man, with his gorgeous leading lady Miss Elizabeth, embodied the raging 80s in WWE and later, compounded his success in WCW. Now, the complete story of his incredible life can finally be told in Macho Man: The Randy Savage Story.I Am The Cream... THE CREAM OF THE CROP!",WWE: Macho Man - The Randy Savage Story,https://image.tmdb.org/t/p/original//fSghMx9Inz7NsFwD5cc1CdrQlt.jpg
"As undercover cop Reiji takes on a new mission to takedown the Chinese mafia, elite police officer Shinya  moves to arrest Reiji.Don't think, feel!",土竜の唄 香港狂騒曲,https://image.tmdb.org/t/p/original//bztZIrUjAdHfqvQSGAqpQAKdqdg.jpg
"The posse meet three cat clerics who worship Lister as their God. Lister vows to help them as they're being hunted by Rodon, the ruthless feral cat leader who has vowed to wipe out all cats who worship anyone but him.A feature length special",Red Dwarf: The Promised Land,https://image.tmdb.org/t/p/original//3ZxUPC8WpxUT8BtZzRQPthMTHg4.jpg
"Spotlighting the art of drag, and centered on the New York staple Wigstock, this documentary showcases the personalities and performances that inform the ways we understand queerness, art and identity today.A New York drag story",Wig,https://image.tmdb.org/t/p/original//rHYJo4528f4KCRbgKgQGYOnaqFx.jpg
"Zhi, a rookie race car driver, gets the opportunity to compete against the reigning champion of the rally car circuit. With help from a former driver-turned-mechanic, Zhi must overcome treacherous terrain, rival racers, and unexpected obstacles to prove he has what it takes to be the next great racer.The inspiring story of a slow-moving mammal with a need for speed.",Rally Road Racers,https://image.tmdb.org/t/p/original//e9L7N5z3qHHgSNUIUuBSaicQvpT.jpg
"For high schooler Kei—and for at least forty-six others—immortality comes as the nastiest surprise ever.  Sadly for Kei, such a feat doesn't make him a superhero. In the eyes of both the general public and governments, he's a rare specimen who needs to be hunted down and handed over to scientists to be experimented on for life—a demi-human who must die a thousand deaths for the benefit of humanity.Coming, slaughter wave",亜人　第２部「衝突」,https://image.tmdb.org/t/p/original//zjUAz1q4TEe2sGTMVXlcmS9oeGo.jpg
"A long time ago Tom loved Lovely. They were married and everything was perfect, at least for a little while. But that was then and this is now. Lovely has just killed a man in cold blood after he tried to drug and kidnap her in a motel. She calls Tom to help but now they've found a VHS tape that depicts a satanic ritual in which a woman is murdered. Lovely desperately wants to leave and they do, but Tom forgot his engraved lighter in the room, and when they go back to find it, the dead body appears missing.They're waiting.",Ritual,https://image.tmdb.org/t/p/original//astvvy4aRD4meXdGEjO9SlzShDy.jpg
"In this influential* cult-classic animated film based on Japanese folklore, Susano is the youngest son of Izanagi and Izanami, the heavenly couple who created the Earth. Still a young boy, Susano is devastated by the passing away of his mother. Determined to find her despite the reprimands of his father, he embarks on a journey to find his brother and his sister for spiritual guidance.  *Genndy Tartakovsky identifies this film as a primary influence on the direction and design of his TV series Samurai Jack (2001–2004; 2017). Yōichi Kotabe was a character animator on the film, and used it as inspiration for the art direction of the video game The Legend of Zelda: The Wind Waker (2002). Tomm Moore, director of the Oscar-nominated films The Secret of Kells (2009), Song of the Sea (2014), and Wolfwalkers (2020), has identified the film as a major influence.Ten Thousand Wonders Leap To Life!",わんぱく王子の大蛇退治,https://image.tmdb.org/t/p/original//hx68nhniEwkLpeaeyS5TOsKwlM1.jpg
"We're Going on a Bear Hunt follows the intrepid adventures of siblings Stan, Katie, Rosie, Max, the baby and Rufus the dog, who decide one day to go on an adventure in search of bears. Coming up against a host of obstacles the family ventures through whirling snowstorms, thick oozing mud and dark forests on their ambitious quest. But when Rosie and Rufus become detached from the rest of the party it looks like bear-hunting might not be such fun after all...What a beautiful day! We're not scared!",We're Going on a Bear Hunt,https://image.tmdb.org/t/p/original//vh2ggFtDpYW1zoOx1bfEAuCkiQ0.jpg
"The remarkable true story of Darius McCollum, a man with Asperger's syndrome whose overwhelming love of transit has landed him in jail 32 times for the criminal impersonation of NYC subway drivers, conductors, token booth clerks, and track repairmen.How one man's love of transport led to a lifetime of incarceration.",Off the Rails,https://image.tmdb.org/t/p/original//zIGYRCglmVcW6jvvJO26JtSNKuj.jpg
"Bullied by his father to grow up, a teen fights between the love of his step-mother over his father's life.Every Family Has a Secret",Sub Rosa,https://image.tmdb.org/t/p/original//yVwt1gPaQxCUV8iC8i1rca6FSji.jpg
