overview,original_title,poster_path
"When the CIA discovers one of its agents leaked information that cost more than 100 people their lives, veteran operative Henry Pelham is assigned to root out the mole with his former lover and colleague Celia Harrison.Secrets kill.",All the Old Knives,https://image.tmdb.org/t/p/original//g4tMniKxol1TBJrHlAtiDjjlx4Q.jpg
"Each Christmas Eve, the Ghost of Christmas Present selects one dark soul to be reformed by a visit from three spirits. But this season, he picked the wrong Scrooge. Clint Briggs turns the tables on his ghostly host until Present finds himself reexamining his own past, present and future.Start your holidays on a high note.",Spirited,https://image.tmdb.org/t/p/original//h3zAzTMs5EP3cKusOxFNGSFE1WI.jpg
A small-town news reporter and a Greenpeace volunteer enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle.A family of whales trapped beneath the ice. One unforgettable rescue.,Big Miracle,https://image.tmdb.org/t/p/original//hqdrgC5oHK06DDaAlulReUC7Nog.jpg
"Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad, only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo., a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief, Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know, HairCo. is on their tail as Adam's traces have led them to Bigfoot!Meet the wildest family around!",The Son of Bigfoot,https://image.tmdb.org/t/p/original//5yCQvhFuFPY0pACxoUpLUlYCxop.jpg
"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?He trusts no one, only his sword.",ベルセルク 黄金時代篇I 覇王の卵,https://image.tmdb.org/t/p/original//vES8WAzjowrMT8gwnoEaCioZXXk.jpg
"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment — in the middle of nowhere — to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straightforward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.She's an executive on the move. But her career is taking her a little farther than she expected.",New in Town,https://image.tmdb.org/t/p/original//zKQTQ2mmihtk8vwhE3pdfbOwljC.jpg
"When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.Will he save their world... or destroy it?",Planet Hulk,https://image.tmdb.org/t/p/original//5wCzY3sAs6zHIzzHIcTKN2g0pu8.jpg
Verena is a nurse who arrives at an old mansion in Italy to help a young boy who has fallen silent since the sudden passing of his mother.Silence is calling,Voice from the Stone,https://image.tmdb.org/t/p/original//6pJseCfsd90nA26Jz1HTSuyRzGz.jpg
"Felix is a legendary prankster who gets expelled from his high school and, with his friend’s help, stops at nothing to hide it from his parents.Eastwood High Is About To Get Schooled",Expelled,https://image.tmdb.org/t/p/original//9p7VzMhvchlA4WdpgAXBnFg7l2I.jpg
"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.Based on a true love story.",All My Life,https://image.tmdb.org/t/p/original//xoKZ4ZkVApcTaTYlGoZ3J8xcIzG.jpg
"A Korean man in China takes an assassination job in South Korea to make money and find his missing wife. But when the job is botched, he is forced to go on the run from the police and the gangsters who paid him.The only thing he must not have crossed.",황해,https://image.tmdb.org/t/p/original//16Pkg2ChCdACbBKVIAPAZtLL6eb.jpg
"When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them.A whodunnit with teeth.",Werewolves Within,https://image.tmdb.org/t/p/original//5CGgbgyvmE39Yoqa80GKsgClbQm.jpg
"A runaway couple go on an unforgettable journey from Boston to Key West, recapturing their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the very end.A Once in a Lifetime Roadtrip They Will Never Forget",The Leisure Seeker,https://image.tmdb.org/t/p/original//1IOnJzgbgVj85vDEIf1fPmCQ7KP.jpg
"Jamilah has her whole life figured out. She's the president of her black sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to Harvard Law School. She's got it all, right? But when the hard-partying white girls from Sigma Beta Beta embarrass the school, Jamilah is ordered to come to the rescue. Her mission is to not only teach the rhythmically-challenged girls how to step dance, but to win the Steptacular, the most competitive of dance competitions. With the SBBs reputations and charter on the line, and Jamilah's dream of attending Harvard in jeopardy, these outcast screw-ups and their unlikely teacher stumble through one hilarious misstep after another. Cultures clash, romance blossoms, and sisterhood prevails as everyone steps out of their comfort zones.Stomp it like it's hot",Step Sisters,https://image.tmdb.org/t/p/original//cncHzM37IbohkBX7tlSTiULfIsO.jpg
"In 1999, teenage sisters Celeste and Eleanor survive a seismic, violent tragedy. The sisters compose and perform a song about their experience, making something lovely and cathartic out of a catastrophe - while also catapulting Celeste to stardom. By 2017, Celeste is a mother to a teenage daughter of her own and is struggling to navigate a career fraught with scandals when another act of terrifying violence demands her attention.A twenty-first century portrait.",Vox Lux,https://image.tmdb.org/t/p/original//xmFOjB5bGvFqNzsX5TbIWzdvpGd.jpg
"Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both classmates at her school, and her own religious, but abusive, mother.If only they knew she had the power.",Carrie,https://image.tmdb.org/t/p/original//knjeEeeyIwDkUtZwDfJOcUIuNdB.jpg
"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.The Greatest Adventure in 70 Million Years",Walking with Dinosaurs,https://image.tmdb.org/t/p/original//kjFQHmx9EXJPqcyY1NlartUXkTE.jpg
"Dominik is an ordinary boy. He's got loads of friends, the hottest girl in school, rich parents and money to spend on brand-name clothes. But one innocent kiss with a mate changes everything. He begins to isolate himself from the outside world, spending all his time on his computer. He meets an anonymous girl who introduces him to the ""suicide room"", a place from which there is no escape. Caught in a trap woven of his own emotions, Dominik becomes entangled in a web of intrigue and gradually loses what he cherishes most.Where fantasy and reality meet.",Sala samobójców,https://image.tmdb.org/t/p/original//24a6wmwFr8AicQaBdK9LSEPahgb.jpg
"While on a dangerous mission to recover the historic Judas Chalice, Flynn is saved by Simone. But when double-crossed by a respected professor and ambushed by a ruthless gang, Flynn realizes Simone's secret, his true mission and a shocking discovery are all lying within a decaying New Orleans crypt.The world's most unlikely hero is back for his biggest adventure.",The Librarian: The Curse of the Judas Chalice,https://image.tmdb.org/t/p/original//dNb7NiMtRdjTKeXVRrGcTQXgpEM.jpg
"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.A man with a secret. A woman with a dream.",Albert Nobbs,https://image.tmdb.org/t/p/original//68fdlvmqTWGC2y5nGXQE5RfgNB5.jpg
"Seven years after the events of the first film, Samantha Darko finds herself stranded in a small desert town after her car breaks down where she is plagued by bizarre visions telling of the universe's end. As a result, she must face her own demons, and in doing so, save the world and herself.It's time to travel forward.",S. Darko,https://image.tmdb.org/t/p/original//rQJjsKhqL4VZx0VN2sD8PR0dK1h.jpg
A high school social outcast and the popular girl bond through a shared love of music.Band Together,Bandslam,https://image.tmdb.org/t/p/original//z654TmQygFasbyi52vwHv8fWxoi.jpg
An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.Living in the moment is hard to do alone.,Then Came You,https://image.tmdb.org/t/p/original//658QP5tmBRUlE5JvxOnnmITfG1F.jpg
"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.The Most Anticipated Motion Picture Event of The Year.",Evita,https://image.tmdb.org/t/p/original//mVdQatilUGMtB6sV4FXA7O473UD.jpg
"While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror. A tragic accident leaves them facing a zero tolerance policy for crime: either you'll be executed, or, if you’re rich enough to afford it, you can watch yourself die instead.Find out what kind of a creature you really are.",Infinity Pool,https://image.tmdb.org/t/p/original//kHLm4E0jSGnDRqo2ZFgEQQeQK6M.jpg
"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.Everyone Deserves to be Loved.",Strange Magic,https://image.tmdb.org/t/p/original//vjCdrK8gGRFnyuZb1j9BzgN2RaY.jpg
"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else.Who will survive? Humankind or Godzilla?",GODZILLA 怪獣惑星,https://image.tmdb.org/t/p/original//hAuZ7g6TqDLv5fOqXIPgYRguOkm.jpg
"Four college students attend an Ivy League college where a riot breaks out over an “African-American” themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post racial' America while weaving a story about forging one's unique path in the world.A satire about being a Black face in a white place.",Dear White People,https://image.tmdb.org/t/p/original//jH3851P2DjjnBsrjphbR1CWRzm6.jpg
"Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.The hardest trick is making them stay.",Must Love Dogs,https://image.tmdb.org/t/p/original//252PdRj3y2S05DC4oSf2qk2vva3.jpg
Two 19th-century opportunists become serial killers so that they can maintain their profitable business supplying cadavers to an anatomist.No Job Too Small. No Body Too Big. No Questions Asked.,Burke & Hare,https://image.tmdb.org/t/p/original//gcSbKn6T4JGnaotGD91OMysDyEU.jpg
"While on a prison furlough, a lowly criminal evades his guards and returns to his old stomping ground to take revenge on the people who turned him into a cold blooded killer.He's out for blood",Avengement,https://image.tmdb.org/t/p/original//rXPxSAYf3FdQktnOtQnvhUPMhFp.jpg
"After his fiancée, Kate, dies in an accident on their wedding day, veterinarian Henry grows depressed. To help him move on, his sister has him visit psychic Ashley and gives her Kate's diary. Ashley uses the journal's details to convincingly deliver the fake message that Kate wants Henry to move on. However, Kate's ghost is watching over Ashley and Henry. Furious when they fall for each other, she vows to sabotage their relationship.She's passed on... But she's not moving on.",Over Her Dead Body,https://image.tmdb.org/t/p/original//85moNqAncGlJXEwt4Ja3DfNbiQY.jpg
"Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each other’s sentences. They are forever linked in their friends’ minds as the perfect couple – she, a high-powered businesswoman and budding novelist; he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback?A Loved Story",Celeste & Jesse Forever,https://image.tmdb.org/t/p/original//5Cr8kW7DjZEORU8jI32bqyHSGKW.jpg
"In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate.A thought-provoking exploration of love, loss, and sacrifice.",Swan Song,https://image.tmdb.org/t/p/original//y0WW5vX58oMEg9aRRTB5QtG1Vyn.jpg
"Yale University, 1961. Stanley Milgram designs a psychology experiment that still resonates to this day, in which people think they’re delivering painful electric shocks to an affable stranger strapped into a chair in another room. Despite his pleads for mercy, the majority of subjects don’t stop the experiment, administering what they think is a near-fatal electric shock, simply because they’ve been told to do so. With Nazi Adolf Eichmann’s trial airing in living rooms across America, Milgram strikes a nerve in popular culture and the scientific community with his exploration into people’s tendency to comply with authority. Celebrated in some circles, he is also accused of being a deceptive, manipulative monster, but his wife Sasha stands by him through it all.The Stanley Milgram Story",Experimenter,https://image.tmdb.org/t/p/original//kMTLGbekuHkpw4M8XKdN2d7n2aF.jpg
"In the second installment of the Death Note film franchise, Light Yagami meets a second Kira and faithful follower Misa Amane and her Shinigami named Rem. Light attempts to defeat L along with Teru Mikami (a Kira follower) and Kiyomi Takada (another Kira follower) but in the end will Light win? or will a Shinigami named Ryuk make all the difference in Light's victory or his ultimate death?The last name to be written in the DEATH NOTE... Whose name will it be?",デスノート the Last name,https://image.tmdb.org/t/p/original//wd0Ri3v8tyRdWuA5PRS2rODOlIa.jpg
"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.There are hundreds of nights in high school, but there’s only one prom.",Prom,https://image.tmdb.org/t/p/original//pOYSCjYylOsEPkql3m9gcV1jycR.jpg
"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.Prayer is a Powerful Weapon",War Room,https://image.tmdb.org/t/p/original//unxQeVUi5DH01r7ZNvAHwpvX7UK.jpg
"A young autistic woman runs away from her caregiver in order to boldly go and deliver her 500-page Star Trek script to a writing competition in Hollywood. On an adventure full of laughter and tears, Wendy follows the guiding spirit of Mr. Spock on her journey into the unknown.Boldly go.",Please Stand By,https://image.tmdb.org/t/p/original//yKhrjxmbdCjdxROc7lJhmfZ9trx.jpg
"To understand firsthand what the United States of America can learn from other nations, Michael Moore playfully “invades” some to see what they have to offer.Prepare to be liberated",Where to Invade Next,https://image.tmdb.org/t/p/original//58gW2Uty2cAsgBgwC58vT2Z9SVt.jpg
"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.A journey that begins where everything ends!",The Black Hole,https://image.tmdb.org/t/p/original//92fghstMdnJQPxoqWPGtRhbUb8G.jpg
"Two siblings begin to develop special talents after they find a mysterious box of toys, and soon their parents and even their teacher are drawn into a strange new world – and find a task ahead of them that is far more important than any of them could imagine.The future is trying to tell us something.",The Last Mimzy,https://image.tmdb.org/t/p/original//jnLXcQFx4hSKDNG1P6RMz4v5jje.jpg
"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.The summer is going to be in tents.",Daddy Day Camp,https://image.tmdb.org/t/p/original//fhuhSVb3j8SShe6FhnVUAfSRg6h.jpg
"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation.Life doesn't play by the rules.",Gigli,https://image.tmdb.org/t/p/original//7bdljyrk22rhGeHb1g2UJejPgCp.jpg
"The epic story of the first contact, encounter, approach, betrayal and, eventually, life-transcending friendship, between Karamakate, an Amazonian shaman, last survivor of his people, and two scientists that, over the course of 40 years, travel through the Amazon in search of a sacred plant that can heal them. Inspired by the journals of the first explorers of the Colombian Amazon, Theodor Koch-Grunberg and Richard Evans Schultes.A poetic and haunting journey into a lost world.",El abrazo de la serpiente,https://image.tmdb.org/t/p/original//t3Lmw8jvm7tpik0lSkub8hU4oRW.jpg
"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.This Is Gonna Hurt",Exit Wounds,https://image.tmdb.org/t/p/original//tGIJhBejmredgUZRNdteZyiahag.jpg
David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.Payback comes with interest.,The Tax Collector,https://image.tmdb.org/t/p/original//3eg0kGC2Xh0vhydJHO37Sp4cmMt.jpg
"Mary is a good Christian girl who goes to a good Christian high school where she has good Christian friends and a perfect Christian boyfriend. Her life seems perfect, until the day that she finds out that her boyfriend may be gay — and that she’s pregnant.Heaven help us.",Saved!,https://image.tmdb.org/t/p/original//nmf2tFTcRJZVEQ9e3mgLH5gAQYs.jpg
"Follows the dramatic journeys of video game developers as they create and release their games to the world. It's about making video games, but at its core, it's about the creative process, and exposing yourself through your work.Making fun and games is anything but fun and games.",Indie Game: The Movie,https://image.tmdb.org/t/p/original//2B1IqPg97ZhpEov4Fg3si4hI1Kw.jpg
"Jack Carter is a small-time hood working in London. When word reaches him of his brother's death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why.What happens when a professional killer violates the code? Get Carter!",Get Carter,https://image.tmdb.org/t/p/original//suvNK1hd7LnVhsumteyflDGlrgL.jpg
A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.They see your every move.,Closed Circuit,https://image.tmdb.org/t/p/original//keW2sLB9yJbdkRy9yHQjqUjmzbB.jpg
"When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area.The mustache rides. Again.",Super Troopers 2,https://image.tmdb.org/t/p/original//57SZgdugVClIy22rfnANeBJ5KsN.jpg
Bree is about to get a sex reassignment surgery that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.Life is a journey. Bring an open mind.,Transamerica,https://image.tmdb.org/t/p/original//s1ctu6p0nYJ29OqOEIGrIMRYQIu.jpg
A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.She's got one more chance to fix the life she left in pieces.,Afterlife of the Party,https://image.tmdb.org/t/p/original//1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg
"A fresh and distinctive take on Charles Dickens’ semi-autobiographical masterpiece, The Personal History of David Copperfield, set in the 1840s, chronicles the life of its iconic title character as he navigates a chaotic world to find his elusive place within it. From his unhappy childhood to the discovery of his gift as a storyteller and writer, David’s journey is by turns hilarious and tragic, but always full of life, colour and humanity.From rags to riches... and back again.",The Personal History of David Copperfield,https://image.tmdb.org/t/p/original//tmIUa34wtB28eMUtve6mYkYjPAu.jpg
"Samuel Pierret is a nurse who saves the wrong guy – a thief whose henchmen take Samuel's pregnant wife hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?A Desperate Man Is A Dangerous Thing",À bout portant,https://image.tmdb.org/t/p/original//tt2UlArx3joZWBYctJehCGmHGZZ.jpg
"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.In Tita's kitchen, ordinary spices become a recipe for passion.",Como agua para chocolate,https://image.tmdb.org/t/p/original//itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg
"To survive harsh economic times, Calvin and Angie have merged the barbershop and beauty salon into one business. The days of male bonding are gone as Eddie and the crew must now contend with sassy female co-workers and spirited clientele. As the battle of the sexes rages on, a different kind of conflict has taken over Chicago. Crime and gangs are on the rise, leaving Calvin worried about the fate of his son. Together, the friends come up with a bold plan to take back their beloved neighborhood.Everybody's back for a fresh cut",Barbershop: The Next Cut,https://image.tmdb.org/t/p/original//9mwzidlGgWfr2hcMWUKM86lOqdo.jpg
"Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it’s too late.It's not real. It's not real. It's not real.",The Boogeyman,https://image.tmdb.org/t/p/original//pYwZdnXVnVxAr7dx4MEK7tTK9gI.jpg
"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.Your pain is her pleasure.",Nurse 3-D,https://image.tmdb.org/t/p/original//3FSl2sSRsNuOVOJgX6HsmnM3gAo.jpg
Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.Go Bananas!,Space Chimps,https://image.tmdb.org/t/p/original//ecAKgzlt78OvEVpZURYYdSz8K5v.jpg
"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.Refuse to Be a Victim",Traffik,https://image.tmdb.org/t/p/original//jwsmeU8mYEP6GpxJ2sbCzc2MQmi.jpg
"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.Empires fall. Love survives.",The Promise,https://image.tmdb.org/t/p/original//iDWer2VFikupdqDc7d5sxCWZ3gW.jpg
"Los Angeles, California. Officer Murphy, a veteran Metropolitan Police helicopter pilot suffering from severe trauma due to his harsh experiences during the Vietnam War, and Lymangood, his resourceful new partner, are tasked with testing an advanced and heavily armed experimental chopper known as Blue Thunder.He's out there…",Blue Thunder,https://image.tmdb.org/t/p/original//9tdoGRA7FNCuj1zhKDNLWpab9v5.jpg
"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more—she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it's a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she’ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.Two worlds. One destiny.",大鱼海棠,https://image.tmdb.org/t/p/original//fRCdXh9MZutj1JJPZlUXMex6AuB.jpg
"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.Death isn't what it used to be.",Survival of the Dead,https://image.tmdb.org/t/p/original//abJiDooakUefaStfGBShm0I3ENc.jpg
A head chef balances multiple personal and professional crises at a popular restaurant in London.There is no room for mistakes.,Boiling Point,https://image.tmdb.org/t/p/original//wPksyah6NboJAUrT6o6hAGiL2pV.jpg
An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.Ordinary life is pretty complex stuff,American Splendor,https://image.tmdb.org/t/p/original//3Cuher0ibSga1as9OtZe50UcXxj.jpg
"Zendaya and Bella Thorne, who play Rocky and CeCe in hit Disney Channel series Shake It Up, star in this Disney Channel Original Movie. Three pairs of friends relationships go from good to bad and back again. Several couple fall out over girls, boys and work. Can all these couples settle their differences and be friends again?Geek vs Chic. Beauty vs Beast. Downtown vs Uptown. What happens when three sets of BFF's become enemies?",Frenemies,https://image.tmdb.org/t/p/original//cfEUQG5Jv5SHVgq6pPfybS57ORO.jpg
"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.The legend begins",白蛇：缘起,https://image.tmdb.org/t/p/original//9nxs7YlmGERa9dQbRPZXopfcp51.jpg
"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.We knew this day would come.",판도라,https://image.tmdb.org/t/p/original//elTrkTm5GjynK3H26cpOZsWDYjy.jpg
"When famous DJ Alan Partridge’s radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.12 hostages. 24 hours. 1 Partridge.",Alan Partridge: Alpha Papa,https://image.tmdb.org/t/p/original//zsfNVz1ZualTDQinvL2Em61WyNp.jpg
"After barely surviving a furious shootout with the police, Baby Firefly, Otis Driftwood and Captain Spaulding are behind bars. But pure evil cannot be contained. Teaming up with Otis’ half-brother Winslow, the demented Firefly clan escape to unleash a whole new wave of murder, madness and mayhem.The Evil Returns",3 from Hell,https://image.tmdb.org/t/p/original//nH6ZuEl0H9ZocqKItByG8ECsZsp.jpg
"Jiminy Cricket hosts two Disney animated shorts: Bongo about a circus bear escaping to the wild, and Mickey and the Beanstalk, a take on the famous fairy tale.It’s Got That DISNEY MAGIC!",Fun and Fancy Free,https://image.tmdb.org/t/p/original//lmc6Ge5GuSj7sLkkLHyuZpuI8Ii.jpg
A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.A mystery beyond reality.,The 9th Life of Louis Drax,https://image.tmdb.org/t/p/original//j4aI8CTYQouE98IlYsEZim06yyx.jpg
"A glimpse into K-pop group BTS’ world away from the stage, featuring intimate group discussions alongside spectacular concert performances from their world tour.Forever, we are young.",브링 더 소울: 더 무비,https://image.tmdb.org/t/p/original//7x5CguA0MxHqbSjhi14UEuK7c95.jpg
"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle, and nothing is ever the same for anyone in the Houseman family.A musical re-imagining",Dirty Dancing,https://image.tmdb.org/t/p/original//itjxxb8I1TfK1H3TGvrs5aJDM9a.jpg
"In post-industrial Ohio, a Chinese billionaire opens a new factory in the husk of an abandoned General Motors plant, hiring two thousand blue-collar Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.Cultures collide. Hope survives.",American Factory,https://image.tmdb.org/t/p/original//7jH3dQOJ3CHMrp9tWsI3rRCDiaD.jpg
"An immigrant worker at a pickle factory is accidentally preserved for 100 years and wakes up in modern day Brooklyn. He learns his only surviving relative is his great grandson, a computer coder who he can’t connect with.A story of self preservation",An American Pickle,https://image.tmdb.org/t/p/original//8ziUp2q71vCmMgYY2MRCwI3mSs5.jpg
"In a peaceful little clearing, the remains of a hastily abandoned picnic sparks a battle between two tribes of ants. A bold young ladybug finds himself caught in the middle. He befriends the leader of the black ants, Mandible, and helps him save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. A fantastic journey at ground level.An Epic Adventure At Ground Level.",Minuscule - La vallée des fourmis perdues,https://image.tmdb.org/t/p/original//tk4kHoeXx0i7TROwiOrcSEtHOEl.jpg
